suite,case_id,candidate_index,text,label_hallucinated,pred_hallucinated_locked,safe_to_emit_locked,pred_hallucinated_previous,locked_confusion_class,mbt5_shock,threshold,literal_score,reference_overlap,regulator_score,anchor_median,anchor_mad,max_unsupported_token_shock,protected_number,protected_unit,protected_entity,protected_literal_drift,overclaim_flag,content_clamp_flag,relation_polarity_clamp,relation_polarity_clamp_v10b,noncopular_relation_clamp,noncopular_relation_clamp_v13c,final_geometric_block,final_geometric_block_v14b,final_literal_block,negated_positive_support_clamp,reference_member_geometry_override,relation_supported_geometry_override,exact_reference_member,novel_numbers,novel_units,novel_entities,novel_content,clamp_summary,role_swapped_relation_clamp,known_participant_unsupported_relation_clamp,historical_date_relation_clamp,missed_predicate_relation_clamp,exp18_patch_clamp_on_exp16b,pred_hallucinated_exp19,safe_to_emit_exp19,hard_novelty_or_literal_support,guarded_known_participant_unsupported_relation_clamp,exp19b_guarded_patch_clamp,pred_hallucinated_exp19b,safe_to_emit_exp19b,changed_by_exp19b,prompt,expected_has_valid,pred_hallucinated_exp17,safe_to_emit_exp17,relation_clamp,geometry_override,num_relations_extracted,all_relations_supported,exp18_patch_clamp,pred_hallucinated_exp18,safe_to_emit_exp18
EXP16B_master_with_guarded_EXP18_patch,earth_shape_valid_paraphrases,2,Earth's shape is commonly described as an oblate spheroid.,0,0.0,1.0,0.0,TN_valid_kept,0.1770950853824615,0.8761832118034363,0.0,4.0,0.1770950853824615,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_valid_paraphrases,3,Earth is not a perfect sphere; it is slightly flattened at the poles.,0,0.0,1.0,0.0,TN_valid_kept,0.4423277080059051,0.8761832118034363,0.0,5.0,0.4423277080059051,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,1,0,0,1.0,1.0,0.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_valid_paraphrases,4,The planet Earth is roughly spherical with equatorial bulging.,0,0.0,1.0,0.0,TN_valid_kept,0.3583780825138092,0.8761832118034363,0.0,5.0,0.3583780825138092,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,gravity_valid_paraphrases,0,"Modern physics has useful descriptions of gravity, but no complete quantum theory is established.",0,0.0,1.0,0.0,TN_valid_kept,0.2447728961706161,0.958626389503479,0.0,9.0,0.2447728961706161,0.7775291800498962,0.0603657364845275,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,gravity_valid_paraphrases,1,Gravity can be modeled as Newtonian attraction between masses.,0,0.0,1.0,0.0,TN_valid_kept,0.5307523012161255,0.958626389503479,0.5,5.0,0.6057523012161254,0.7775291800498962,0.0603657364845275,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,attraction,none,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,gravity_valid_paraphrases,2,General relativity describes gravity using spacetime curvature associated with mass and energy.,0,0.0,1.0,0.0,TN_valid_kept,0.5034885406494141,0.958626389503479,0.5,8.0,0.578488540649414,0.7775291800498962,0.0603657364845275,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,describes,none,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,gravity_valid_paraphrases,3,A complete experimentally verified theory of quantum gravity is not established.,0,0.0,1.0,0.0,TN_valid_kept,0.3330675661563873,0.958626389503479,0.0,7.0,0.3330675661563873,0.7775291800498962,0.0603657364845275,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,gravity_valid_paraphrases,4,Current physics describes gravity through useful but incomplete models.,0,0.0,1.0,0.0,TN_valid_kept,0.3701125383377075,0.958626389503479,1.5,4.0,0.5951125383377075,0.7775291800498962,0.0603657364845275,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,"current,describes,incomplete",none,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,photosynthesis_valid_paraphrases,0,Photosynthesis converts carbon dioxide and water into sugars and oxygen.,0,0.0,1.0,0.0,TN_valid_kept,0.0616318546235561,0.588822215795517,0.0,8.0,0.0616318546235561,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,photosynthesis_valid_paraphrases,1,Plants use photosynthesis to make sugars from carbon dioxide and water.,0,0.0,1.0,0.0,TN_valid_kept,0.19723641872406,0.588822215795517,0.0,8.0,0.19723641872406,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,1,0,0,1.0,1.0,0.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,photosynthesis_valid_paraphrases,2,Photosynthesis releases oxygen and stores light energy.,0,0.0,1.0,0.0,TN_valid_kept,0.220676451921463,0.588822215795517,0.0,6.0,0.220676451921463,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,1,0,0,1.0,1.0,0.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,photosynthesis_valid_paraphrases,3,Photosynthesis stores light energy in chemical form.,0,0.0,1.0,0.0,TN_valid_kept,0.3150236010551452,0.588822215795517,0.0,6.0,0.3150236010551452,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,photosynthesis_valid_paraphrases,4,Photosynthesis releases oxygen.,0,0.0,1.0,0.0,TN_valid_kept,0.1871283650398254,0.588822215795517,0.0,3.0,0.1871283650398254,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_valid_paraphrases,0,Earth orbits the Sun.,0,0.0,1.0,0.0,TN_valid_kept,0.1184820383787155,0.7127331048250198,0.0,3.0,0.1184820383787155,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_valid_paraphrases,1,The Moon orbits Earth.,0,0.0,1.0,0.0,TN_valid_kept,0.1980994343757629,0.7127331048250198,0.0,3.0,0.1980994343757629,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_valid_paraphrases,2,The Sun is orbited by Earth.,0,0.0,1.0,0.0,TN_valid_kept,0.1870669722557068,0.7127331048250198,0.0,3.0,0.1870669722557068,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_valid_paraphrases,3,The Moon is a natural satellite of Earth.,0,0.0,1.0,0.0,TN_valid_kept,0.5630252957344055,0.7127331048250198,0.0,4.0,0.5630252957344055,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_valid_paraphrases,4,Earth goes around the Sun.,0,0.0,1.0,0.0,TN_valid_kept,0.3749982118606567,0.7127331048250198,0.5,2.0,0.4499982118606567,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,goes,none,0,0,0,0,0.0,0.0,1.0,1,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,dna_valid_paraphrases,0,Human cells contain DNA in the nucleus.,0,0.0,1.0,0.0,TN_valid_kept,0.0651251524686813,0.4785757139325142,0.0,5.0,0.0651251524686813,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,dna_valid_paraphrases,1,The nucleus contains most human cellular DNA.,0,0.0,1.0,0.0,TN_valid_kept,0.0624954551458358,0.4785757139325142,0.0,5.0,0.0624954551458358,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,dna_valid_paraphrases,2,Mitochondria contain some DNA.,0,0.0,1.0,0.0,TN_valid_kept,0.4910173118114471,0.4785757139325142,0.0,3.0,0.4910173118114471,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,dna_valid_paraphrases,3,DNA is located mainly in the nucleus.,0,0.0,1.0,0.0,TN_valid_kept,0.2094644159078598,0.4785757139325142,0.0,3.0,0.2094644159078598,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,dna_valid_paraphrases,4,Most human cellular DNA is in the nucleus.,0,0.0,1.0,0.0,TN_valid_kept,0.0723288655281066,0.4785757139325142,0.0,4.0,0.0723288655281066,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,friction_heat_valid_paraphrases,0,Friction can produce heat.,0,0.0,1.0,0.0,TN_valid_kept,0.059215385466814,0.2343085668981075,0.0,3.0,0.059215385466814,0.1492566466331482,0.0283506400883197,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,friction_heat_valid_paraphrases,1,Rubbing surfaces can generate heat through friction.,0,0.0,1.0,0.0,TN_valid_kept,0.2193867862224578,0.2343085668981075,0.0,5.0,0.2193867862224578,0.1492566466331482,0.0283506400883197,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,friction_heat_valid_paraphrases,2,Friction converts some motion into heat.,0,0.0,1.0,0.0,TN_valid_kept,0.0492999479174613,0.2343085668981075,0.0,5.0,0.0492999479174613,0.1492566466331482,0.0283506400883197,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,friction_heat_valid_paraphrases,3,Heat is produced when friction dissipates motion.,0,0.0,1.0,0.0,TN_valid_kept,0.0949785336852073,0.2343085668981075,0.0,6.0,0.0949785336852073,0.1492566466331482,0.0283506400883197,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,friction_heat_valid_paraphrases,4,Friction dissipates motion as heat.,0,0.0,1.0,0.0,TN_valid_kept,0.1242063492536544,0.2343085668981075,0.0,4.0,0.1242063492536544,0.1492566466331482,0.0283506400883197,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mars_moons_valid_paraphrases,0,"Mars has two moons, Phobos and Deimos.",0,0.0,1.0,0.0,TN_valid_kept,0.0449438393115997,0.140945678576827,0.0,5.0,0.0449438393115997,0.0847465991973877,0.0187330264598131,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mars_moons_valid_paraphrases,1,The two moons of Mars are Phobos and Deimos.,0,0.0,1.0,0.0,TN_valid_kept,0.0173749979585409,0.140945678576827,0.0,5.0,0.0173749979585409,0.0847465991973877,0.0187330264598131,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mars_moons_valid_paraphrases,2,Mars has two natural satellites called Phobos and Deimos.,0,0.0,1.0,0.0,TN_valid_kept,0.1562314927577972,0.140945678576827,0.0,6.0,0.1562314927577972,0.0847465991973877,0.0187330264598131,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,1,0,0,1.0,1.0,0.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mars_moons_valid_paraphrases,3,Phobos and Deimos are the moons of Mars.,0,0.0,1.0,0.0,TN_valid_kept,0.0467183738946914,0.140945678576827,0.0,4.0,0.0467183738946914,0.0847465991973877,0.0187330264598131,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mars_moons_valid_paraphrases,4,Mars has two moons called Phobos and Deimos.,0,0.0,1.0,0.0,TN_valid_kept,0.0305361151695251,0.140945678576827,0.0,5.0,0.0305361151695251,0.0847465991973877,0.0187330264598131,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,science_models_valid_paraphrases,0,Scientific models describe observations and can be useful without being final truth.,0,0.0,1.0,0.0,TN_valid_kept,0.1749086827039718,1.083843231201172,0.0,8.0,0.1749086827039718,0.6137987971305847,0.156681478023529,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,science_models_valid_paraphrases,1,A model can match evidence while remaining incomplete.,0,0.0,1.0,0.0,TN_valid_kept,0.4527599513530731,1.083843231201172,0.0,4.0,0.4527599513530731,0.6137987971305847,0.156681478023529,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,science_models_valid_paraphrases,2,"Scientific descriptions are tested against observations, measurements, and predictions.",0,0.0,1.0,0.0,TN_valid_kept,0.4932231307029724,1.083843231201172,0.0,7.0,0.4932231307029724,0.6137987971305847,0.156681478023529,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,science_models_valid_paraphrases,3,A successful model is not automatically a complete final description of reality.,0,0.0,1.0,0.0,TN_valid_kept,0.4982562959194183,1.083843231201172,0.0,7.0,0.4982562959194183,0.6137987971305847,0.156681478023529,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,science_models_valid_paraphrases,4,Scientific models can be useful while still being incomplete descriptions.,0,0.0,1.0,0.0,TN_valid_kept,0.3463141024112701,1.083843231201172,0.0,6.0,0.3463141024112701,0.6137987971305847,0.156681478023529,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,temperature_valid_paraphrases,0,Normal human body temperature is often given as about 37 degrees Celsius.,0,0.0,1.0,0.0,TN_valid_kept,0.0365231446921825,0.2120460122823715,0.0,5.0,0.0365231446921825,0.1235996335744857,0.0294821262359619,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,temperature_valid_paraphrases,1,A common reference value for normal human body temperature is around 37°C.,0,0.0,1.0,0.0,TN_valid_kept,0.0541346818208694,0.2120460122823715,0.0,8.0,0.0541346818208694,0.1235996335744857,0.0294821262359619,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,temperature_valid_paraphrases,2,"Normal body temperature is approximately 37 degrees Celsius, though it varies.",0,0.0,1.0,0.0,TN_valid_kept,0.1337649226188659,0.2120460122823715,0.0,6.0,0.1337649226188659,0.1235996335744857,0.0294821262359619,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,temperature_valid_paraphrases,3,Human body temperature is commonly described as near 37°C.,0,0.0,1.0,0.0,TN_valid_kept,0.0859392508864402,0.2120460122823715,0.0,4.0,0.0859392508864402,0.1235996335744857,0.0294821262359619,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,temperature_valid_paraphrases,4,"Normal human body temperature is about 37°C, though it varies.",0,0.0,1.0,0.0,TN_valid_kept,0.060420848429203,0.2120460122823715,0.0,7.0,0.060420848429203,0.1235996335744857,0.0294821262359619,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_valid_paraphrases,0,The capital of Italy is Rome.,0,0.0,1.0,0.0,TN_valid_kept,0.015758391469717,0.1260182466357946,0.0,3.0,0.015758391469717,0.0739117264747619,0.0173688400536775,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_valid_paraphrases,1,Rome is the capital city of Italy.,0,0.0,1.0,0.0,TN_valid_kept,0.0350641533732414,0.1260182466357946,0.0,4.0,0.0350641533732414,0.0739117264747619,0.0173688400536775,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_valid_paraphrases,2,Italy's government is based in Rome.,0,0.0,1.0,1.0,TN_valid_kept,0.2923506498336792,0.1260182466357946,0.0,4.0,0.2923506498336792,0.0739117264747619,0.0173688400536775,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,1.0,0,1,,,,,geometric_shock|reference_member_geometry_override,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_valid_paraphrases,3,Rome serves as Italy's capital.,0,0.0,1.0,0.0,TN_valid_kept,0.0466585308313369,0.1260182466357946,0.0,4.0,0.0466585308313369,0.0739117264747619,0.0173688400536775,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_valid_paraphrases,4,Italy's capital is Rome.,0,0.0,1.0,0.0,TN_valid_kept,0.0237889513373374,0.1260182466357946,0.0,3.0,0.0237889513373374,0.0739117264747619,0.0173688400536775,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_italy_all_bad_extended,0,The capital of Italy is Milan.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.3311451077461242,0.1260182466357946,2.0,2.0,0.6311451077461243,0.0739117264747619,0.0173688400536775,0.0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0,0,,,Milan,milan,copular_relation_clamp|entity_drift|geometric_shock|literal_block|protected_literal_drift,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_italy_all_bad_extended,1,Italy's government is based in Turin.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.6227448582649231,0.1260182466357946,2.0,3.0,0.9227448582649233,0.0739117264747619,0.0173688400536775,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0,0,,,Turin,turin,entity_drift|geometric_shock|literal_block|protected_literal_drift,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_italy_all_bad_extended,2,Rome is the capital city of France.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.3638596832752228,0.1260182466357946,0.5,3.0,0.4388596832752228,0.0739117264747619,0.0173688400536775,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0,0,,,,france,geometric_shock,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_italy_all_bad_extended,3,Italy's capital is Paris.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.4274821877479553,0.1260182466357946,0.5,2.0,0.5024821877479553,0.0739117264747619,0.0173688400536775,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0,0,,,,paris,geometric_shock,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,capital_italy_all_bad_extended,4,Rome serves as Germany's capital.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.4328112006187439,0.1260182466357946,2.0,3.0,0.7328112006187439,0.0739117264747619,0.0173688400536775,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0,0,,,Germany's,germany's,entity_drift|geometric_shock|literal_block|protected_literal_drift,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_extended,0,Earth is perfectly flat.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.5572154521942139,0.8761832118034363,1.0,1.0,0.7072154521942139,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0,0,,,,"flat,perfectly",copular_relation_clamp|literal_block,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_extended,1,Earth is a perfect cube.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.6852445006370544,0.8761832118034363,0.5,2.0,0.7602445006370544,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,cube,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_extended,2,Earth is a hollow artificial shell.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.726864755153656,0.8761832118034363,1.5,1.0,0.951864755153656,0.5415163040161133,0.1115556359291076,0.0218356847763061,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0,0,,,,"artificial,hollow,shell",copular_relation_clamp|literal_block,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_extended,3,Earth is a perfect cylinder.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.6845223307609558,0.8761832118034363,0.5,2.0,0.7595223307609558,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,cylinder,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
